date,weekday,site_id,site_name,weather,temp_c,trade,task,worker_count,hours_per_worker,man_hours,materials_delivered,incidents,near_miss,qa_issues,equipment_downtime_hours,progress_pct_estimate,notes
2025-07-23,水,S-002,道路拡幅B工区,晴れ,23,型枠・鉄筋,配筋,6,7.0,42.0,True,0,0,0,0.0,94.4,材料搬入あり。
2025-07-23,水,S-003,橋梁補修C工区,くもり,31,電気・設備,照明器具取付,6,7.0,42.0,True,0,0,1,0.0,79.5,監督員立会検査。
2025-07-23,水,S-003,橋梁補修C工区,くもり,31,型枠・鉄筋,型枠建込,7,8.5,59.5,True,0,0,1,0.3,79.5,監督員立会検査。
2025-07-24,木,S-001,河川改修A工区,晴れ,28,型枠・鉄筋,配筋,2,7.0,14.0,True,0,0,1,0.3,86.9,近隣対応あり。
2025-07-24,木,S-001,河川改修A工区,晴れ,28,電気・設備,配管布設,3,7.0,21.0,True,0,0,1,0.0,86.9,近隣対応あり。
2025-07-24,木,S-002,道路拡幅B工区,くもり,26,土工,測量,6,7.0,42.0,False,0,1,0,0.2,96.8,材料搬入あり。
2025-07-24,木,S-002,道路拡幅B工区,くもり,26,型枠・鉄筋,型枠建込,6,7.5,45.0,False,0,0,0,0.2,96.8,監督員立会検査。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,土工,転圧,6,7.0,42.0,False,0,1,0,0.5,84.0,近隣対応あり。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,舗装,アスファルト敷均し,2,8.0,16.0,False,0,0,0,0.4,84.0,重機点検実施。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,型枠・鉄筋,型枠解体,3,7.0,21.0,False,0,0,0,0.2,84.0,監督員立会検査。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,電気・設備,照明器具取付,4,7.5,30.0,False,0,1,0,0.1,84.0,特記事項なし。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,舗装,区画線,6,7.5,45.0,False,0,0,0,0.0,89.7,写真整理実施。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,土工,掘削,7,8.5,59.5,False,0,0,0,0.0,89.7,材料搬入あり。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,型枠・鉄筋,配筋,3,7.0,21.0,False,0,0,0,0.3,89.7,近隣対応あり。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,電気・設備,照明器具取付,5,8.5,42.5,False,0,0,0,0.2,89.7,特記事項なし。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,電気・設備,試運転,6,7.5,45.0,False,0,0,0,0.0,96.1,監督員立会検査。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,土工,掘削,7,7.5,52.5,False,0,0,0,0.3,96.1,近隣対応あり。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,舗装,転圧,3,8.0,24.0,False,0,0,1,0.2,96.1,特記事項なし。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,型枠・鉄筋,型枠建込,5,7.5,37.5,False,0,0,0,0.2,96.1,材料搬入あり。
2025-07-26,土,S-001,河川改修A工区,晴れ,25,土工,埋戻し,6,8.0,48.0,True,0,0,0,0.0,94.7,近隣対応あり。
2025-07-26,土,S-001,河川改修A工区,晴れ,25,型枠・鉄筋,型枠解体,8,7.0,56.0,True,0,0,0,0.0,94.7,写真整理実施。
2025-07-26,土,S-002,道路拡幅B工区,晴れ,20,土工,測量,6,7.0,42.0,False,0,0,0,0.2,94.8,材料搬入あり。
2025-07-26,土,S-002,道路拡幅B工区,晴れ,20,電気・設備,試運転,8,8.0,64.0,False,0,0,0,0.2,94.8,監督員立会検査。
2025-07-26,土,S-002,道路拡幅B工区,晴れ,20,型枠・鉄筋,型枠解体,4,7.5,30.0,False,0,0,0,0.1,94.8,監督員立会検査。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,土工,転圧,7,7.0,49.0,True,0,0,0,0.2,83.4,監督員立会検査。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,電気・設備,照明器具取付,8,7.0,56.0,True,0,0,0,0.0,83.4,監督員立会検査。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,型枠・鉄筋,型枠解体,7,7.0,49.0,True,0,1,0,0.5,83.4,午前に小雨、午後から回復。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,舗装,アスファルト敷均し,9,8.5,76.5,True,0,0,1,0.3,83.4,特記事項なし。
2025-07-28,月,S-002,道路拡幅B工区,くもり,27,電気・設備,ケーブル敷設,6,8.0,48.0,False,0,1,0,0.6,95.0,重機点検実施。
2025-07-28,月,S-002,道路拡幅B工区,くもり,27,型枠・鉄筋,コンクリート打設,7,7.5,52.5,False,0,0,0,0.4,95.0,重機点検実施。
2025-07-28,月,S-003,橋梁補修C工区,くもり,30,舗装,アスファルト敷均し,7,7.0,49.0,True,0,0,0,0.0,86.9,特記事項なし。
2025-07-28,月,S-003,橋梁補修C工区,くもり,30,型枠・鉄筋,型枠建込,6,8.5,51.0,True,0,0,0,0.0,86.9,写真整理実施。
2025-07-29,火,S-001,河川改修A工区,くもり,34,電気・設備,配管布設,6,7.0,42.0,False,0,0,0,0.3,96.4,安全KY実施。
2025-07-29,火,S-001,河川改修A工区,くもり,34,土工,埋戻し,6,7.5,45.0,False,0,0,0,0.0,96.4,重機点検実施。
2025-07-29,火,S-001,河川改修A工区,くもり,34,型枠・鉄筋,出来形確認,6,7.0,42.0,False,0,0,0,0.1,96.4,監督員立会検査。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,土工,掘削,7,8.0,56.0,False,0,0,1,0.5,96.0,重機点検実施。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,舗装,アスファルト敷均し,7,8.0,56.0,False,0,0,0,0.0,96.0,特記事項なし。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,電気・設備,試運転,4,8.0,32.0,False,0,0,0,0.4,96.0,安全KY実施。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,型枠・鉄筋,コンクリート打設,8,8.0,64.0,False,0,0,0,0.1,96.0,特記事項なし。
2025-07-30,水,S-001,河川改修A工区,晴れ,24,型枠・鉄筋,型枠建込,2,7.5,15.0,True,0,0,0,0.0,97.8,材料搬入あり。
2025-07-30,水,S-001,河川改修A工区,晴れ,24,電気・設備,配管布設,4,8.0,32.0,True,0,0,0,0.2,97.8,監督員立会検査。
2025-07-30,水,S-001,河川改修A工区,晴れ,24,土工,転圧,6,7.0,42.0,True,0,0,0,0.1,97.8,安全KY実施。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,電気・設備,試運転,4,8.0,32.0,False,0,1,0,0.1,98.8,材料搬入あり。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,土工,埋戻し,6,7.5,45.0,False,0,0,0,0.1,98.8,近隣対応あり。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,舗装,路盤整正,7,8.5,59.5,False,0,0,1,0.1,98.8,監督員立会検査。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,型枠・鉄筋,出来形確認,4,8.0,32.0,False,0,0,0,0.3,98.8,特記事項なし。
2025-07-30,水,S-003,橋梁補修C工区,くもり,30,電気・設備,試運転,6,8.0,48.0,False,0,0,0,0.0,93.9,特記事項なし。
2025-07-30,水,S-003,橋梁補修C工区,くもり,30,土工,転圧,4,7.5,30.0,False,0,0,0,0.1,93.9,写真整理実施。
2025-07-30,水,S-003,橋梁補修C工区,くもり,30,型枠・鉄筋,配筋,2,8.0,16.0,False,0,0,0,0.0,93.9,写真整理実施。
